3.790322580645161255e-01 2.177419354838709686e-01 1.290322580645161255e-01 1.048387096774193589e-01 1.209677419354838745e-01 6.451612903225806273e-02 6.451612903225806273e-02 5.645161290322580488e-02 8.870967741935484319e-02 1.532258064516129059e-01 2.419354838709677491e-01
2.500000000000000000e-01 4.032258064516128782e-01 3.629032258064516236e-01 2.338709677419354704e-01 1.370967741935483764e-01 9.677419354838709409e-02 1.532258064516129059e-01 1.854838709677419373e-01 2.338709677419354704e-01 2.661290322580645018e-01 1.693548387096774077e-01
1.532258064516129059e-01 3.709677419354838745e-01 4.758064516129032473e-01 3.951612903225806273e-01 2.338709677419354704e-01 1.209677419354838745e-01 2.177419354838709686e-01 2.580645161290322509e-01 3.064516129032258118e-01 1.854838709677419373e-01 1.129032258064516098e-01
9.677419354838709409e-02 2.419354838709677491e-01 3.709677419354838745e-01 4.838709677419354982e-01 3.145161290322580627e-01 2.419354838709677491e-01 2.983870967741935609e-01 2.580645161290322509e-01 2.177419354838709686e-01 1.612903225806451568e-01 4.838709677419354704e-02
1.209677419354838745e-01 2.258064516129032195e-01 2.822580645161290591e-01 4.032258064516128782e-01 5.080645161290322509e-01 4.112903225806451846e-01 3.790322580645161255e-01 2.903225806451613100e-01 2.500000000000000000e-01 1.854838709677419373e-01 1.048387096774193589e-01
1.612903225806451568e-01 1.370967741935483764e-01 1.854838709677419373e-01 2.741935483870967527e-01 4.516129032258064391e-01 4.112903225806451846e-01 3.709677419354838745e-01 2.661290322580645018e-01 2.580645161290322509e-01 1.774193548387096864e-01 1.290322580645161255e-01
1.290322580645161255e-01 1.854838709677419373e-01 2.500000000000000000e-01 3.467741935483871218e-01 4.193548387096774355e-01 3.145161290322580627e-01 4.112903225806451846e-01 3.548387096774193727e-01 2.661290322580645018e-01 2.096774193548387177e-01 1.129032258064516098e-01
1.693548387096774077e-01 2.016129032258064391e-01 2.177419354838709686e-01 2.741935483870967527e-01 2.822580645161290591e-01 2.258064516129032195e-01 3.548387096774193727e-01 5.000000000000000000e-01 3.306451612903225645e-01 1.935483870967741882e-01 1.048387096774193589e-01
1.370967741935483764e-01 2.338709677419354704e-01 2.419354838709677491e-01 2.500000000000000000e-01 2.016129032258064391e-01 1.935483870967741882e-01 2.419354838709677491e-01 4.354838709677419373e-01 4.516129032258064391e-01 2.500000000000000000e-01 1.048387096774193589e-01
1.532258064516129059e-01 1.693548387096774077e-01 1.774193548387096864e-01 1.854838709677419373e-01 1.532258064516129059e-01 1.129032258064516098e-01 1.370967741935483764e-01 2.177419354838709686e-01 2.661290322580645018e-01 4.032258064516128782e-01 2.338709677419354704e-01
2.338709677419354704e-01 1.693548387096774077e-01 1.048387096774193589e-01 1.129032258064516098e-01 8.064516129032257841e-02 7.258064516129032751e-02 1.129032258064516098e-01 1.370967741935483764e-01 1.532258064516129059e-01 2.177419354838709686e-01 3.951612903225806273e-01
