7.984000000000000341e+01 5.322999999999999687e+01 2.580999999999999872e+01 2.032999999999999829e+01 1.290000000000000036e+01 1.209999999999999964e+01 6.450000000000000178e+00 1.128999999999999915e+01 1.694000000000000128e+01 3.414999999999999858e+01 5.081000000000000227e+01
5.484000000000000341e+01 8.145000000000000284e+01 6.451999999999999602e+01 3.332999999999999829e+01 2.660999999999999943e+01 2.257999999999999829e+01 1.532000000000000028e+01 2.500000000000000000e+01 2.983999999999999986e+01 4.228000000000000114e+01 3.144999999999999929e+01
3.710000000000000142e+01 6.693999999999999773e+01 7.742000000000000171e+01 5.853999999999999915e+01 4.435000000000000142e+01 2.903000000000000114e+01 3.064999999999999858e+01 4.193999999999999773e+01 3.952000000000000313e+01 2.926999999999999957e+01 2.016000000000000014e+01
2.339000000000000057e+01 4.918999999999999773e+01 7.176999999999999602e+01 7.642000000000000171e+01 6.371000000000000085e+01 3.710000000000000142e+01 3.952000000000000313e+01 5.081000000000000227e+01 3.386999999999999744e+01 2.194999999999999929e+01 1.128999999999999915e+01
1.694000000000000128e+01 2.660999999999999943e+01 3.952000000000000313e+01 4.959000000000000341e+01 8.387000000000000455e+01 5.725999999999999801e+01 5.564999999999999858e+01 5.081000000000000227e+01 3.064999999999999858e+01 1.869999999999999929e+01 1.048000000000000043e+01
1.694000000000000128e+01 1.532000000000000028e+01 2.903000000000000114e+01 3.414999999999999858e+01 7.096999999999999886e+01 7.096999999999999886e+01 5.645000000000000284e+01 4.032000000000000028e+01 2.339000000000000057e+01 1.626000000000000156e+01 9.679999999999999716e+00
1.612999999999999901e+01 2.016000000000000014e+01 2.983999999999999986e+01 4.714999999999999858e+01 6.289999999999999858e+01 5.322999999999999687e+01 6.451999999999999602e+01 5.725999999999999801e+01 4.032000000000000028e+01 2.357999999999999829e+01 1.290000000000000036e+01
1.773999999999999844e+01 2.742000000000000171e+01 4.113000000000000256e+01 4.796999999999999886e+01 4.274000000000000199e+01 3.628999999999999915e+01 5.000000000000000000e+01 6.531999999999999318e+01 6.047999999999999687e+01 2.764000000000000057e+01 1.532000000000000028e+01
1.855000000000000071e+01 2.903000000000000114e+01 4.193999999999999773e+01 2.846000000000000085e+01 2.983999999999999986e+01 3.064999999999999858e+01 3.871000000000000085e+01 5.564999999999999858e+01 7.581000000000000227e+01 3.577000000000000313e+01 2.339000000000000057e+01
3.386999999999999744e+01 4.354999999999999716e+01 3.547999999999999687e+01 1.951000000000000156e+01 1.855000000000000071e+01 1.371000000000000085e+01 1.532000000000000028e+01 2.096999999999999886e+01 4.193999999999999773e+01 7.642000000000000171e+01 4.032000000000000028e+01
5.160999999999999943e+01 2.823000000000000043e+01 2.419000000000000128e+01 1.951000000000000156e+01 1.451999999999999957e+01 1.209999999999999964e+01 4.839999999999999858e+00 1.371000000000000085e+01 1.935000000000000142e+01 4.878000000000000114e+01 7.581000000000000227e+01
